vjdbv1.0_field_index,vjdbv1.0_field_id,vjdbv1.0_name,vjdbv1.0_description,vjdbv1.0_fields_type,vjdbv1.0_privacy,vjdbv0.2__field_id,vjdbv0.1_field_id,ena_field_id,rki_field_id,migs-vi_field_id,migs-uvig_field_id,env-o_field_id,ncbi_virus_n_nucleotide_field_id,bv-brc_b_field_name,ena_erc32_field_name,ena_erc33_field_name,img/vr_field_name,phd_field_name,phispy_field_name,gtdb_field_name,ena_submission_object_object_name,vjbd_submission_object_object_name,vjdbv1.0_group1,vjdbv1.0_group2,vjdbv1.0_group3,vjdbv1.0_tags,vjdbv1.0_input_source,vjdbv1.0_notes,vjdbv1.0_changes,vjdbv0.2_previous_changes,ncbi_virus_n_field_name,ncbi_virus_n_field_description,ncbi_virus_n_type,ncbi_virus_n_curation_notes,bv-brc_b_category,bv-brc_b_schema_category,bv-brc_b_field_id,bv-brc_b_field_type,bv-brc_b_type,bv-brc_b_curation_notes,ena_erc32_field_description,ena_erc32_controlled_vocabulary,ena_erc32_field_type,ena_erc33_field_description,ena_erc33_controlled_vocabulary,ena_erc33_field_type,ena_submission_requiredness,vjdb_submission_requiredness,vjdb_example,vjdb_validation_rules,ena_submission_fieldtype,ena_submission_validation,ictv40_i_field_name,vjdbv1.0_index,vjdbv1.0_search_method,vjdbv1.0_default_search
0ac,bioproject_accession,Bioproject Accession,References the BioProject Accession that the virus sequence is a part of (INSDC). ,keyword,public,bioproject_accession_id,bioproject,study accession,N/A,N/A,N/A,N/A,BioProject,BioProject Accession,N/A,N/A,N/A,N/A,N/A,N/A,ENA Study,N/A,Organizational,Identifiers,N/A,"['ENA', 'NCBI Virus', 'BV-BRC', 'Organizational', 'ENA Study', 'Identifiers']",NCBI Virus|BVBRC,no example needed,N/A,N/A,BioProject,The BioProject accession number associated with the sequence.,N/A,N/A,DB Cross Reference,N/A,bioproject_accession,string,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,mandatory,N/A,N/A,text,unique,N/A,metadata,exact,N/A
0ad,biosample_accession,Biosample Accession,References the BioSample Accession that the virus sequence is a part of (INSDC).,keyword,public,biosample_accession_id,biosample_accession,sample accession,N/A,source_mat_id?,N/A,N/A,BioSample,BioSample Accession,N/A,N/A,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Organizational,Identifiers,N/A,"['ENA', 'MIGS-VI', 'NCBI Virus', 'BV-BRC', 'Organizational', 'ENA Sample', 'VJDB Sample', 'Identifiers']",NCBI Virus|BVBRC,no example needed,N/A,N/A,BioSample,The BioSample accession number associated with the sequence.,N/A,N/A,DB Cross Reference,N/A,biosample_accession,string,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,mandatory,N/A,N/A,text,unique,N/A,metadata,exact,N/A
0ae,collection_date,Collection Date,Date when the sample the virus sequence originates from was collected or sampled.,date,public,collection_date,date,collection date,SEQUENCE. DATE_OF_SAMPLING,collection_date; has intervall,N/A,N/A,Collection_Date,Collection Date,collection date,collection date,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Sample,Collection,N/A,"['ENA', 'RKI', 'MIGS-VI', 'NCBI Virus', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Sample', 'ENA Sample', 'VJDB Sample', 'Collection']",NCBI Virus|BVBRC,"would be ""Date"" but to make distinction as there are multiple dates; ",N/A,"Is public in VJDB, needs restructuring due to byCovid",Collection Date,The date when the virus sample was collected.,N/A,N/A,Isolate Info,Isolation Metadata,collection_date,string,N/A,N/A,"(Mandatory) The date the sample was collected with the intention of sequencing, either as an instance (single point in time) or interval. in case no exact time is available, the date/time can be right truncated i.e. all of these are valid iso8601 compliant times: 2008-01-23t19:23:10+00:00; 2008-01-23t19:23:10; 2008-01-23; 2008-01; 2008.",N/A,N/A,"(Mandatory) The date the sample was collected with the intention of sequencing, either as an instance (single point in time) or interval. in case no exact time is available, the date/time can be right truncated i.e. all of these are valid iso8601 compliant times: 2008-01-23t19:23:10+00:00; 2008-01-23t19:23:10; 2008-01-23; 2008-01; 2008.",N/A,TEXT_FIELD,mandatory,mandatory,2023-05-28,"YYYY-MM-DD; Some browsers can display dates in a different format, but it is still correct",date,freetext,N/A,metadata,range,N/A
0af,country,Country,Country or sea area where the sample the virus sequence originates from was collected or sampled.,integer,public,collection_country,country,geographic location (country and/or sea),N/A,geo_loc_name,N/A,N/A,Country,Isolation Country,geographic location (country and/or sea),geographic location (country and/or sea),N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Sample,Collection,N/A,"['ENA', 'MIGS-VI', 'NCBI Virus', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Sample', 'ENA Sample', 'VJDB Sample', 'Collection']",NCBI Virus|BVBRC,N/A,N/A,"Is public in VJDB, needs restructuring due to byCovid",Country,The country of specimen collection.,N/A,"split Geo_Location and compare to collection_country , ingest to collection_region and collection_city",Isolate Info,Isolation Metadata,isolation_country,string_ci,N/A,N/A,"(Mandatory) The geographical origin of where the sample was collected from, with the intention of sequencing, as defined by the country or sea name. country or sea names should be chosen from the insdc country list (http://insdc.org/country.html).",N/A,N/A,"(Mandatory) The location the sample was collected from with the intention of sequencing, as defined by the country or sea. country or sea names should be chosen from the insdc country list (http://insdc.org/country.html).",N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,Germany,"Defined list of countries, provided by the INSDC",combo,controlled_vocabulary,N/A,metadata,full fuzzy,N/A
0ah,genbank_sequence,GenBank Sequence,Determines if this virus sequence is available in Genbank.,keyword,public,is_genbank_sequence,N/A,N/A,N/A,N/A,N/A,N/A,GenBank_RefSeq,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Source,Flags,N/A,"['NCBI Virus', 'Source', 'Flags']",NCBI Virus,N/A,N/A,N/A,GenBank/RefSeq,Specifies if the sequence is from GenBank or RefSeq database.,N/A,convert GenBank/RefSeq input to boolean,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,boolean value(!),N/A,N/A,N/A,metadata,exact,N/A
0ai,refseq_sequence,RefSeq Sequence,Determines if this virus sequence is a reference sequence in the RefSeq database.,keyword,public,is_reference_sequence,refseq_flag,N/A,N/A,N/A,N/A,N/A,GenBank_RefSeq,Reference,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Source,Flags,N/A,"['NCBI Virus', 'BV-BRC', 'Source', 'Flags']",NCBI Virus|BVBRC,N/A,N/A,N/A,GenBank/RefSeq,Specifies if the sequence is from GenBank or RefSeq database.,N/A,convert GenBank/RefSeq input to boolean,Type Info,N/A,reference_genome,string,N/A,"if reference sequence, value = ""Reference""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,boolean value(!),N/A,N/A,N/A,metadata,exact,N/A
0ak,collection_geo_location,Collection Geo Location,Country name and additional identifier like a state abbreviation from where the sample the sequence originates from was collected/sampled.,text,public,collection_geo_location,N/A,N/A,N/A,N/A,N/A,N/A,Geo_Location,Geographic Location,geographic location (region and locality),geographic location (region and locality),N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Sample,Collection,N/A,"['NCBI Virus', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Sample', 'ENA Sample', 'VJDB Sample', 'Collection']",NCBI Virus|BVBRC,shown until further revised; ,N/A,N/A,Geo Location,"The geographic location where the virus was isolated. NCBI Virus relies solely on the information provided by submitters, which may sometimes mistakenly identify regions where sequences were processed instead of the actual collection locations. The granularity of the information displayed in the column depends on the submitter. For example, it can be ""Australia: Heron Island, Great Barrier Reef"", or just ""China"". The country and other geographic location names are based on the INSDC Geographic Location list.",N/A,"split Geo_Location and compare to collection_country , ingest to collection_region and collection_city",Isolate Info,Isolation Metadata,geographic_location,string_ci,N/A,N/A,(Recommended) The geographical origin of the sample as defined by the specific region name followed by the locality name.,N/A,N/A,(Recommended) The geographical origin of the sample as defined by the specific region name followed by the locality name.,N/A,TEXT_FIELD,N/A,N/A,USA: NY ,"Defined list of countries, provided by the INSDC: State or similar closer region(!)",text,freetext,N/A,metadata,exact,N/A
0al,host_common_name,Host Common Name,"Common name of the host the virus sequence was collected from, e.g. human. Currently (v1.0) no ontology is applied.",text,public,host_natural_common_name,N/A,host common name,N/A,N/A,N/A,N/A,Host,Host Common Name,host common name,host common name,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Host,Host Taxonomy,N/A,"['ENA', 'NCBI Virus', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Host', 'ENA Sample', 'VJDB Sample', 'Host Taxonomy']",NCBI Virus|BVBRC,N/A,N/A,"Not in VJDB, Completly new due to byCovid",Host,"The host organism from which the virus was isolated. This is the submitter-provided host organism, not the full host range known for the virus. For more information, see Glossary: Host.",N/A,N/A,Host Info,N/A,host_common_name,string_ci,N/A,N/A,"(Mandatory) Common name of the host, e.g. human",N/A,N/A,"(Mandatory) Common name of the host, e.g. human",N/A,TEXT_FIELD,mandatory,mandatory,human,Free text,suggestion,freetext,N/A,metadata,exact fuzzy,default search
0am,sequence_length,Sequence Length,Length of the virus sequence in basepairs (bp).,integer,public,sequence_length,sequence_length,N/A,N/A,N/A,N/A,N/A,Length,Size,N/A,N/A,sequence_length,sequence_length,sequence_length,N/A,N/A,N/A,Sample,Sequence,Workflows,"['NCBI Virus', 'BV-BRC', 'IMG/VR', 'PHD', 'PhiSpy', 'Sample', 'Sequence', 'Workflows']",NCBI Virus|BVBRC,Is sequence in the name needed? Length to generic -> Sequence Length (consideration for other data layers); ,N/A,N/A,Length,"Sequence length, the number of nucleotides or amino acids in the sequence.",N/A,N/A,Genome Statistics,Genome Statistics,genome_length,int,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10201,Integer value; Number of basepairs (bp)(!),text,unique,N/A,metadata,range,N/A
0an,molecule_type,Molecule Type,"Molecule type of the sequence, e.g. ssRNA. Note that there are 15 molecule types corresponding to combinations of the Baltimore Classifications, from NCBI GenBank.",keyword,public,molecule_type,molecule_type,molecule type,N/A,N/A,N/A,N/A,Molecule_type,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus Info,N/A,"['ENA', 'NCBI Virus', 'Sample', 'Virus Info']",NCBI Virus,Should be curated into Baltimore classes; Is this a sequence attribute or sample or both? Represent in naming?; ,N/A,N/A,Molecule Type,"Genome molecule type, type of viral nucleic acid, as provided by ICTV. For more information, see Glossary: Genome Molecule Type.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,optional,optional,ssRNA(+),Defined list of values(!),combo,controlled_vocabulary,N/A,metadata,exact,N/A
0ao,genome_completeness,Genome Completeness,Wether the sequence is a partial or complete sequence in NCBI GenBank.,keyword,public,sequence_completeness,genome_coverage,N/A,N/A,N/A,N/A,N/A,Nuc_Completeness,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Sequence,Workflows,"['NCBI Virus', 'Sample', 'Sequence', 'Workflows']",NCBI Virus,N/A,N/A,N/A,Nuc Completeness,"Indicates if the nucleotide sequence is complete or partial. Nucleotide sequences are considered complete, if they were submitted as such to GenBank or other INSDC databases. For more information, see Glossary: Nucleotide Completeness.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,partial; complete,"Is ""partial"" or ""complete""(!)",combo,controlled_vocabulary,N/A,metadata,exact fuzzy,N/A
0aq,organism_name,Organism Name,NCBI GenBank organism name: a taxonomic name at species level or below the species level.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organism_Name,N/A,N/A,N/A,N/A,organism_name,N/A,N/A,N/A,N/A,Sample,Virus Info,N/A,"['NCBI Virus', 'PHD', 'Sample', 'Virus Info']",NCBI Virus,"technically sample species or below, take as it is until curation; ",sample_organism_name,N/A,Organism Name,"Gen Bank organism name, a taxonomic name at species level or below the species level.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Influenza A virus (A/goose/Guangdong/1/1996(H5N1)),Free text; Should be species level or below(!),suggestion,freetext,N/A,metadata,full fuzzy,default search
0ar,submitter_organization,Submitter Organization,Organization the submitter(s) is(are) affiliated with.,text,public,submitter_organization,organization,N/A,N/A,N/A,N/A,N/A,Organization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VJDB Study,Organizational,Submission,N/A,"['NCBI Virus', 'Organizational', 'VJDB Study', 'Submission']",NCBI Virus,N/A,N/A,N/A,Organization,"Organization or institution the sequence submitters affiliated with, as well as country or location of the organization.",N/A,may need to split Organization to submitter_region,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,"National Center for Biotechnology Information, NIH",Free text,text,freetext,N/A,metadata,full fuzzy,N/A
0as,release_date,Release Date,"Date when the sequence was made public in a repository (e.g. GenBank, BV-BRC).",date,public,sequence_repository_release_date,source_release_date,N/A,SEQUENCE. PUSHED_TO_DWH,N/A,N/A,N/A,Release_Date,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Sequence,N/A,"['RKI', 'NCBI Virus', 'Organizational', 'Sequence']",NCBI Virus,N/A,"update definition (genbank, bvbrc)",N/A,Release Date,The date when the sequence was released in the GenBank.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-05-20,"YYYY-MM-DD; Some browsers can display dates in a different format, but it is still correct(!)",date,freetext,N/A,metadata,range,N/A
0at,segment_name,Segment Name,Name of the virus segment. Can be a number.,text,public,sequence_segment_name,segment_name,N/A,N/A,N/A,N/A,N/A,Segment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Sequence,N/A,"['NCBI Virus', 'Sample', 'Sequence']",NCBI Virus,N/A,N/A,N/A,Segment,"Segment name or number representing a genome segment. For more information, see Clossary: Segment.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,spike; 1; whole genome,Free text,text,freetext,N/A,metadata,exact,N/A
0au,sra_accession,SRA Accession,NCBI Sequence Read Archive (SRA) Accession.,keyword,public,sra_accession_id,sra_accession,N/A,N/A,N/A,N/A,N/A,SRA_Accession,SRA Accession,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Identifiers,N/A,"['NCBI Virus', 'BV-BRC', 'Organizational', 'Identifiers']",NCBI Virus|BVBRC,no example needed,N/A,N/A,SRA accession,NCBI Sequence Read Archive (SRA) accession number.,N/A,N/A,DB Cross Reference,N/A,sra_accession,string,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,N/A,metadata,exact,default search
0av,submitter,Submitter,Name(s) of the submitter(s) of the virus sequence.,text,public,submitter,submitter,N/A,N/A,N/A,N/A,N/A,Submitters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VJDB Study,Organizational,Submission,N/A,"['NCBI Virus', 'Organizational', 'VJDB Study', 'Submission']",NCBI Virus,N/A,N/A,N/A,Submitters,Authors who submitted the sequences.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,"Zuckerman,N., Mandelboim,M.",Free text,text,freetext,N/A,metadata,exact fuzzy,N/A
0aw,collection_source_host_tissue,Collection Source Host Tissue,"Tissue, Specimen or Source of the superhost from which the sample the virus sequence originates from was collected or sampled.",text,public,collection_source_host_tissue,host_tissue,isolation source host-associated,SEQUENCE. SAMPLE_TYPE; different vocabulary,env_medium? more or less,N/A,N/A,Tissue_Specimen_Source,N/A,isolation source host-associated,isolation source host-associated,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Sample,Collection,N/A,"['ENA', 'RKI', 'MIGS-VI', 'NCBI Virus', 'ENA ERC32', 'ENA ERC33', 'Sample', 'ENA Sample', 'VJDB Sample', 'Collection']",NCBI Virus,"Plan about sources and vocabularies, RKI different from ENA, what about NCBI and environmental, leave it like that for now with NCBi input; ",collection_source_host_associated,N/A,Tissue/Specimen Source,"Isolation source, part of the host organism, where the sample was obtained. For more information, see Glossary: Tissue/Specimen/Source.",N/A,split Tissue_Specimen_Source to collection_source_environment and collection_source_host_tissue,N/A,N/A,N/A,N/A,N/A,N/A,(Recommended) Name of host tissue or organ sampled for analysis. example: tracheal tissue,N/A,N/A,(Recommended) Name of host tissue or organ sampled for analysis. example: tracheal tissue,N/A,TEXT_FIELD,recommended,recommended,brain; water; venom gland,Free text,combo,controlled_vocabulary,N/A,metadata,full fuzzy,N/A
0bd,bv_brc_accession,BV-BRC Accession,Accession of the sequence in the BV-BRC database.,keyword,public,bvbrc_accession_id,bvbrc_id,N/A,N/A,N/A,N/A,N/A,N/A,Genome ID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Identifiers,N/A,"['BV-BRC', 'Organizational', 'Identifiers']",BVBRC,no example needed,Change id and name to BVBRC_genome_id,N/A,N/A,N/A,N/A,N/A,General Info,N/A,genome_id,string,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,unique,N/A,metadata,exact,default search
0br,bv_brc_host_group,BV-BRC Host Group,The host's broader group association in a taxonomic context from BV-BRC.,text,public,host_group,host_group,N/A,N/A,N/A,N/A,N/A,N/A,Host Group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host,Host Info,N/A,"['BV-BRC', 'Host', 'Host Info']",BVBRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host Info,N/A,host_group,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,vertebrates; plants,"Defined list of values, provided by the BVBRC(!)",suggestion,freetext,N/A,metadata,full fuzzy,N/A
0bw,host_species,Host Species,The scientific species name of the sampled host.,text,public,host_natural_scientific_name,host_name?,host scientific name,N/A,specific_host,N/A,N/A,N/A,Host Name,host scientific name,host scientific name,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Host,Host Info,N/A,"['ENA', 'MIGS-VI', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Host', 'ENA Sample', 'VJDB Sample', 'Host Info']",BVBRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host Info,N/A,host_name,string_ci,N/A,they are not all scientific names,(Mandatory) Scientific name of the natural (as opposed to laboratory) host to the organism from which sample was obtained.,N/A,N/A,(Mandatory) Scientific name of the natural (as opposed to laboratory) host to the organism from which sample was obtained.,N/A,TEXT_FIELD,mandatory,mandatory,homo sapiens,Defined by the NCBI Taxonomy(!),suggestion,unique,N/A,metadata,exact fuzzy,default search
0bx,host_ncbi_tax_id,Host NCBI Tax ID,The host sequence NCBI Taxonomy ID. Can be based on the mapping by GTDB of the GTDB Species Name to the NCBI Taxonomy ID.,keyword,public,host_NCBI_tax_id,host_NCBI_tax_id,N/A,N/A,specific_host,N/A,N/A,N/A,N/A,N/A,N/A,host_ncbi_tax_id,host_ncbi_tax_id,host_ncbi_tax_id,N/A,ENA Sample,VJDB Sample,Host,Host Taxonomy,NCBI Taxonomy,"['MIGS-VI', 'IMG/VR', 'PHD', 'PhiSpy', 'Host', 'ENA Sample', 'VJDB Sample', 'Host Taxonomy', 'NCBI Taxonomy']",GTDB,N/A,keep internally,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Optional) Scientific name of the laboratory host used to propagate the source organism from which the sample was obtained,N/A,TEXT_FIELD,N/A,N/A,9606,Whole number value. Defined by the NCBI Taxonomy,text,unique,N/A,metadata,exact,default search
0by,bvbrc_host_sex,BVBRC Host Sex,Sex of the sampled host from the BV-BRC.,text,public,host_sex,host_gender,host sex,N/A,N/A,N/A,N/A,N/A,Host Gender,host sex,host sex,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Host,Clinical,N/A,"['ENA', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Host', 'ENA Sample', 'VJDB Sample', 'Clinical']",BVBRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host Info,N/A,host_gender,string_ci,N/A,N/A,(Mandatory) Gender or sex of the host.,N/A,N/A,(Mandatory) Gender or sex of the host.,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,female; hermaphrodite,"Defined list of values, provided by the ENA",combo,controlled_vocabulary,N/A,metadata,exact,N/A
0cd,bv_brc_sequence,BV-BRC Sequence,Flag indicating if this virus sequence is available in BV-BRC.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Source,Flags,N/A,"['Source', 'Flags']",VJDB,N/A,add is_bvbrc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,boolean value(!),N/A,N/A,N/A,metadata,exact,N/A
0cg,pangolin_lineage,Pangolin Lineage,Lineage determined by Pangolin.,integer,public,pangolin_lineage,N/A,N/A,PANGOLIN. LINEAGE_LATEST,N/A,N/A,N/A,N/A,Lineage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,Sequence,N/A,"['RKI', 'BV-BRC', 'Analysis', 'Sequence']",NCBI Virus|BVBRC,"depends on how to treat RKI data, they have pangolin leange in json format that includes version and also method information, we could either include that (bad readabiliy, or splt the relevant information for these fields)",N/A,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,Type Info,N/A,lineage,string,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,suggestion,freetext,N/A,metadata,full,N/A
0cl,ncbi_speciestax_id,NCBI SpeciesTax ID,The virus species NCBI Taxonomy ID.,keyword,public,sample_NCBI_tax_id,NCBI_txid,tax_id,N/A,samp_taxon_id,N/A,N/A,N/A,NCBI Taxon ID,taxon_id,taxon_id,sample_ncbi_tax_id,sample_ncbi_tax_id,sample_ncbi_tax_id,ncbi_tax_id,ENA Sample,VJDB Sample,Taxonomy,Identifiers,NCBI Taxonomy,"['ENA', 'MIGS-VI', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'IMG/VR', 'PHD', 'PhiSpy', 'GTDB', 'Taxonomy', 'ENA Sample', 'VJDB Sample', 'Identifiers', 'NCBI Taxonomy']",BVBRC,Taxonomy Descision; ,N/A,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,taxon_id,int,N/A,N/A,(Mandatory) Ncbi taxonomy identifier. this is appropriate for individual organisms and some environmental samples.,N/A,N/A,(Mandatory) Ncbi taxonomy identifier. this is appropriate for individual organisms and some environmental samples.,N/A,TEXT_FIELD,mandatory,mandatory,197911,Whole number value. Defined by the NCBI Taxonomy,suggestion,unique,N/A,metadata,exact,default search
0cp,average_depth,Average Depth,Average sequencing depth across the sequence from BVBRC.,integer,public,sequence_average_depth_coverage,N/A,sequence_coverage,N/A,N/A,N/A,N/A,N/A,Sequencing Depth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,Sequence,Workflows,"['ENA', 'BV-BRC', 'Analysis', 'Sequence', 'Workflows']",BVBRC,N/A,N/A,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,Sequence Info,N/A,sequencing_depth,string_ci,N/A,average,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,mandatory,12.0x,Decimal number value followed by an x(!),text,unique,N/A,metadata,range,N/A
0cq,gc_content,GC Content,Percentage of G and C nucleotides in the sequence from BVBRC.,keyword,public,sequence_gc_content,sequence_gc_content,N/A,N/A,N/A,N/A,N/A,N/A,GC Content,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,Sequence,Workflows,"['BV-BRC', 'Analysis', 'Sequence', 'Workflows']",BVBRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genome Statistics,Genome Statistics,gc_content,float,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.355248,"Decimal number value, describes a percentage(!)",text,freetext,N/A,metadata,range,N/A
0cy,sequencing_center,Sequencing Center,Institution that sequenced the collected sample.,keyword,public,sequencing_center,sequencing_center,N/A,N/A,N/A,N/A,N/A,N/A,Sequencing Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Sequence,Workflows,"['BV-BRC', 'Organizational', 'Sequence', 'Workflows']",BVBRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sequence Info,N/A,sequencing_centers,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,US Food and Drug Administration,Free text,text,freetext,N/A,metadata,full fuzzy,N/A
0di,platform,Platform,Instrument platform used for sequencing the virus; multiple values are seperated by a semicolon (only for assemblies).,text,public,sequencing_platform,N/A,instrument platform,SEQUENCE. SEQUENCING_METHOD,N/A,N/A,N/A,N/A,Sequencing Platform,platform,platform,N/A,N/A,N/A,N/A,ENA Experiment,VJDB Experiment,Analysis,Sequence,Workflows,"['ENA', 'RKI', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Analysis', 'ENA Experiment', 'VJDB Experiment', 'Sequence', 'Workflows']",BVBRC,N/A,N/A,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,Sequence Info,N/A,sequencing_platform,string_ci,N/A,N/A,(Mandatory) The platform record selects which sequencing platform and platform-specific runtime parameters. this will be determined by the center. optional if 'instrument_model' is provided.,N/A,N/A,(Mandatory) The platform record selects which sequencing platform and platform-specific runtime parameters. this will be determined by the center. optional if 'instrument_model' is provided.,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,CAPILLARY,"Defined list of values, provided by the ENA",combo,controlled_vocabulary,N/A,metadata,exact fuzzy,N/A
0dk,sequence_source,Sequence Source,"The name of the source database or tool by which the virus sequence was added in VirJenDB; in the case of PhiSpy-predicted prophages, the value is PhiSpy.",keyword,public,source_database_name,db_name,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Source,N/A,"['Organizational', 'Source']",VJDB,not sure,"change id and name to source_metadata_db, update definition",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,combo,controlled_vocabulary,N/A,metadata,exact fuzzy,N/A
0dl,submitter_country,Submitter Country,Country of the submitter's organization.,integer,public,submitter_country,N/A,N/A,N/A,N/A,N/A,N/A,Org_location,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VJDB Study,Sample,Submission,N/A,"['NCBI Virus', 'Sample', 'VJDB Study', 'Submission']",NCBI Virus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,Germany,"Defined list of countries, provided by the INSDC",combo,controlled_vocabulary,N/A,metadata,exact fuzzy,N/A
